Event,Time,L1,L2,H,Server Available,Queue Size,Process Time,Queue Contents
L1 queued,436.67,437.07,436.73,438.53,false,2114,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,436.73,437.07,436.89,438.53,false,2115,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,436.89,437.07,436.98,438.53,false,2116,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,436.98,437.07,437.07,438.53,false,2117,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,437.07,437.07,437.22,438.53,false,2118,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,437.07,438.08,437.22,438.53,false,2119,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,437.22,438.08,437.70,438.53,false,2120,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,437.70,438.08,437.82,438.53,false,2121,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,437.82,438.08,437.87,438.53,false,2122,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,437.87,438.08,437.93,438.53,false,2123,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,437.93,438.08,437.97,438.53,false,2124,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,437.97,438.08,438.11,438.53,false,2125,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,438.08,438.22,438.11,438.53,false,2126,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,438.11,438.22,438.22,438.53,false,2127,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,438.22,438.22,438.61,438.53,false,2128,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,438.22,439.23,438.61,438.53,false,2129,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,438.53,439.23,438.61,439.90,true,2128,1.37,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,438.61,439.23,438.74,439.90,false,2129,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,438.74,439.23,439.02,439.90,false,2130,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,439.02,439.23,439.09,439.90,false,2131,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,439.09,439.23,439.30,439.90,false,2132,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,439.23,439.67,439.30,439.90,false,2133,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,439.30,439.67,439.94,439.90,false,2134,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,439.67,441.66,439.94,439.90,false,2135,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,439.90,441.66,439.94,442.20,true,2134,2.30,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,439.94,441.66,439.96,442.20,false,2135,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,439.96,441.66,440.24,442.20,false,2136,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,440.24,441.66,440.46,442.20,false,2137,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,440.46,441.66,440.56,442.20,false,2138,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,440.56,441.66,440.95,442.20,false,2139,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,440.95,441.66,441.30,442.20,false,2140,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,441.30,441.66,441.61,442.20,false,2141,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,441.61,441.66,442.32,442.20,false,2142,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,441.66,441.68,442.32,442.20,false,2143,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,441.68,441.79,442.32,442.20,false,2144,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,441.79,441.93,442.32,442.20,false,2145,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,441.93,442.39,442.32,442.20,false,2146,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,442.20,442.39,442.32,444.31,true,2145,2.11,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,442.32,442.39,442.51,444.31,false,2146,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,442.39,442.49,442.51,444.31,false,2147,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,442.49,442.84,442.51,444.31,false,2148,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,442.51,442.84,442.57,444.31,false,2149,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,442.57,442.84,442.92,444.31,false,2150,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,442.84,443.54,442.92,444.31,false,2151,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,442.92,443.54,442.98,444.31,false,2152,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,442.98,443.54,443.31,444.31,false,2153,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,443.31,443.54,443.58,444.31,false,2154,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,443.54,444.73,443.58,444.31,false,2155,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,443.58,444.73,443.77,444.31,false,2156,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,443.77,444.73,443.83,444.31,false,2157,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,443.83,444.73,443.91,444.31,false,2158,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,443.91,444.73,444.13,444.31,false,2159,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,444.13,444.73,444.16,444.31,false,2160,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,444.16,444.73,444.39,444.31,false,2161,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,444.31,444.73,444.39,446.46,true,2160,2.15,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,444.39,444.73,444.75,446.46,false,2161,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,444.73,444.80,444.75,446.46,false,2162,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,444.75,444.80,444.75,446.46,false,2163,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,444.75,444.80,444.80,446.46,false,2164,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,444.80,445.23,444.80,446.46,false,2165,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,444.80,445.23,444.83,446.46,false,2166,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,444.83,445.23,444.85,446.46,false,2167,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,444.85,445.23,445.11,446.46,false,2168,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,445.11,445.23,445.16,446.46,false,2169,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,445.16,445.23,445.34,446.46,false,2170,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,445.23,445.55,445.34,446.46,false,2171,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,445.34,445.55,445.69,446.46,false,2172,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,445.55,445.92,445.69,446.46,false,2173,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,445.69,445.92,446.02,446.46,false,2174,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,445.92,446.12,446.02,446.46,false,2175,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,446.02,446.12,446.37,446.46,false,2176,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,446.12,446.22,446.37,446.46,false,2177,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,446.22,446.54,446.37,446.46,false,2178,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,446.37,446.54,446.56,446.46,false,2179,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,446.46,446.54,446.56,448.63,true,2178,2.17,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,446.54,447.69,446.56,448.63,false,2179,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,446.56,447.69,446.73,448.63,false,2180,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,446.73,447.69,446.73,448.63,false,2181,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,446.73,447.69,446.78,448.63,false,2182,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,446.78,447.69,446.84,448.63,false,2183,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,446.84,447.69,446.89,448.63,false,2184,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,446.89,447.69,448.14,448.63,false,2185,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,447.69,448.53,448.14,448.63,false,2186,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,448.14,448.53,448.33,448.63,false,2187,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,448.33,448.53,448.48,448.63,false,2188,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,448.48,448.53,448.70,448.63,false,2189,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,448.53,451.00,448.70,448.63,false,2190,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,448.63,451.00,448.70,450.68,true,2189,2.05,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,448.70,451.00,448.96,450.68,false,2190,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,448.96,451.00,449.27,450.68,false,2191,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,449.27,451.00,449.75,450.68,false,2192,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,449.75,451.00,450.44,450.68,false,2193,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,450.44,451.00,451.05,450.68,false,2194,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,450.68,451.00,451.05,452.71,true,2193,2.03,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,451.00,451.72,451.05,452.71,false,2194,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,451.05,451.72,451.08,452.71,false,2195,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,451.08,451.72,451.31,452.71,false,2196,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,451.31,451.72,451.72,452.71,false,2197,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,451.72,451.72,451.78,452.71,false,2198,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,451.72,453.07,451.78,452.71,false,2199,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,451.78,453.07,451.97,452.71,false,2200,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,451.97,453.07,452.24,452.71,false,2201,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,452.24,453.07,452.27,452.71,false,2202,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,452.27,453.07,452.32,452.71,false,2203,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,452.32,453.07,452.46,452.71,false,2204,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,452.46,453.07,452.83,452.71,false,2205,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,452.71,453.07,452.83,454.89,true,2204,2.18,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,452.83,453.07,453.40,454.89,false,2205,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,453.07,453.55,453.40,454.89,false,2206,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,453.40,453.55,453.46,454.89,false,2207,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,453.46,453.55,453.86,454.89,false,2208,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,453.55,453.92,453.86,454.89,false,2209,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,453.86,453.92,453.96,454.89,false,2210,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,453.92,454.30,453.96,454.89,false,2211,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,453.96,454.30,454.07,454.89,false,2212,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,454.07,454.30,454.10,454.89,false,2213,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,454.10,454.30,454.16,454.89,false,2214,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,454.16,454.30,454.62,454.89,false,2215,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,454.30,455.21,454.62,454.89,false,2216,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,454.62,455.21,454.65,454.89,false,2217,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,454.65,455.21,454.83,454.89,false,2218,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,454.83,455.21,454.98,454.89,false,2219,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,454.89,455.21,454.98,456.28,true,2218,1.39,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,454.98,455.21,455.19,456.28,false,2219,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,455.19,455.21,455.41,456.28,false,2220,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,455.21,455.72,455.41,456.28,false,2221,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,455.41,455.72,455.90,456.28,false,2222,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,455.72,455.95,455.90,456.28,false,2223,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,455.90,455.95,456.11,456.28,false,2224,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,455.95,456.46,456.11,456.28,false,2225,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,456.11,456.46,456.26,456.28,false,2226,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,456.26,456.46,456.44,456.28,false,2227,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,456.28,456.46,456.44,458.54,true,2226,2.26,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,456.44,456.46,456.73,458.54,false,2227,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,456.46,458.01,456.73,458.54,false,2228,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,456.73,458.01,456.75,458.54,false,2229,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,456.75,458.01,456.91,458.54,false,2230,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,456.91,458.01,457.50,458.54,false,2231,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,457.50,458.01,458.07,458.54,false,2232,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,458.01,460.47,458.07,458.54,false,2233,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,458.07,460.47,458.09,458.54,false,2234,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,458.09,460.47,458.27,458.54,false,2235,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,458.27,460.47,459.01,458.54,false,2236,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,458.54,460.47,459.01,460.09,true,2235,1.54,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,459.01,460.47,459.05,460.09,false,2236,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,459.05,460.47,459.10,460.09,false,2237,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,459.10,460.47,459.27,460.09,false,2238,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,459.27,460.47,459.46,460.09,false,2239,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,459.46,460.47,459.72,460.09,false,2240,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,459.72,460.47,460.48,460.09,false,2241,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,460.09,460.47,460.48,462.18,true,2240,2.09,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,460.47,461.79,460.48,462.18,false,2241,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,460.48,461.79,460.79,462.18,false,2242,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,460.79,461.79,460.90,462.18,false,2243,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,460.90,461.79,460.93,462.18,false,2244,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,460.93,461.79,461.15,462.18,false,2245,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,461.15,461.79,461.22,462.18,false,2246,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,461.22,461.79,461.92,462.18,false,2247,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,461.79,462.33,461.92,462.18,false,2248,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,461.92,462.33,462.10,462.18,false,2249,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,462.10,462.33,462.18,462.18,false,2250,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,462.18,462.33,462.18,463.78,true,2249,1.61,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,462.18,462.33,462.69,463.78,false,2250,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,462.33,462.94,462.69,463.78,false,2251,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,462.69,462.94,463.02,463.78,false,2252,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,462.94,463.49,463.02,463.78,false,2253,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,463.02,463.49,463.14,463.78,false,2254,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,463.14,463.49,463.25,463.78,false,2255,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,463.25,463.49,463.32,463.78,false,2256,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,463.32,463.49,463.56,463.78,false,2257,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,463.49,464.90,463.56,463.78,false,2258,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,463.56,464.90,463.59,463.78,false,2259,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,463.59,464.90,463.82,463.78,false,2260,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,463.78,464.90,463.82,465.99,true,2259,2.21,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,463.82,464.90,464.03,465.99,false,2260,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,464.03,464.90,464.47,465.99,false,2261,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,464.47,464.90,464.65,465.99,false,2262,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,464.65,464.90,464.67,465.99,false,2263,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,464.67,464.90,464.96,465.99,false,2264,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,464.90,466.20,464.96,465.99,false,2265,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,464.96,466.20,465.08,465.99,false,2266,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,465.08,466.20,465.23,465.99,false,2267,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,465.23,466.20,465.31,465.99,false,2268,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,465.31,466.20,465.53,465.99,false,2269,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,465.53,466.20,465.71,465.99,false,2270,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,465.71,466.20,466.33,465.99,false,2271,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,465.99,466.20,466.33,467.76,true,2270,1.77,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,466.20,468.00,466.33,467.76,false,2271,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,466.33,468.00,466.80,467.76,false,2272,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,466.80,468.00,467.39,467.76,false,2273,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,467.39,468.00,467.87,467.76,false,2274,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,467.76,468.00,467.87,469.68,true,2273,1.92,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,467.87,468.00,468.08,469.68,false,2274,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,468.00,468.54,468.08,469.68,false,2275,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,468.08,468.54,468.31,469.68,false,2276,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,468.31,468.54,468.31,469.68,false,2277,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,468.31,468.54,468.33,469.68,false,2278,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,468.33,468.54,468.36,469.68,false,2279,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,468.36,468.54,469.39,469.68,false,2280,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,468.54,468.85,469.39,469.68,false,2281,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,468.85,469.84,469.39,469.68,false,2282,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,469.39,469.84,469.55,469.68,false,2283,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,469.55,469.84,469.67,469.68,false,2284,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,469.67,469.84,469.93,469.68,false,2285,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,469.68,469.84,469.93,471.44,true,2284,1.76,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,469.84,470.45,469.93,471.44,false,2285,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,469.93,470.45,470.16,471.44,false,2286,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,470.16,470.45,470.35,471.44,false,2287,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,470.35,470.45,470.39,471.44,false,2288,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,470.39,470.45,470.51,471.44,false,2289,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,470.45,470.55,470.51,471.44,false,2290,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,470.51,470.55,470.54,471.44,false,2291,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,470.54,470.55,471.06,471.44,false,2292,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,470.55,472.59,471.06,471.44,false,2293,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,471.06,472.59,471.39,471.44,false,2294,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,471.39,472.59,471.48,471.44,false,2295,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,471.44,472.59,471.48,473.76,true,2294,2.31,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,471.48,472.59,472.00,473.76,false,2295,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,472.00,472.59,472.13,473.76,false,2296,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,472.13,472.59,472.19,473.76,false,2297,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,472.19,472.59,472.19,473.76,false,2298,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,472.19,472.59,472.32,473.76,false,2299,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,472.32,472.59,472.42,473.76,false,2300,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,472.42,472.59,472.70,473.76,false,2301,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,472.59,472.99,472.70,473.76,false,2302,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,472.70,472.99,472.79,473.76,false,2303,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,472.79,472.99,472.93,473.76,false,2304,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
